ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
9708,Maharashtra,Mumbai,Powai,Villa,1,300,40.14,13379.73,2015,Unfurnished,3,20,9,9,1,7,3,CCTV,Playground,South-East,Agent,Available
9709,Gujarat,Ahmedabad,Motera,Apartment,2,1030,46.26,4490.93,1998,Fully Furnished,7,8,26,1,3,3,1,Gated Community,"Clubhouse, Gym, Library, Playground, Garden",South,Builder,Sold
9710,Karnataka,Mysore,Nazarbad,Apartment,2,888,38.44,4328.65,2021,Semi Furnished,13,25,3,6,3,9,2,Gated Community,None,North,Individual,Sold
9711,Kerala,Kochi,Aluva,Villa,4,1455,75.22,5169.85,2012,Semi Furnished,17,34,12,7,0,1,3,CCTV,"Library, Garden, Playground, Swimming Pool",South-East,Agent,Available
9712,Karnataka,Bangalore,Koramangala,Apartment,3,1305,117.05,8969.51,2021,Semi Furnished,22,33,3,3,3,1,2,CCTV,"Gym, Playground, Swimming Pool, Clubhouse",North-East,Individual,Available
9713,Madhya Pradesh,Bhopal,Arera Colony,Apartment,3,1341,47.95,3575.35,1994,Semi Furnished,17,33,30,6,2,5,2,CCTV,None,North-East,Agent,Available
9714,Maharashtra,Pune,Wakad,House,2,962,55.17,5735.24,1990,Unfurnished,4,22,34,9,0,4,2,Security Guard,"Gym, Library, Playground",East,Builder,Under Construction
9715,Gujarat,Ahmedabad,Prahlad Nagar,Villa,1,442,20.04,4533.03,2020,Fully Furnished,15,30,4,,2,5,3,Security Guard,"Garden, Gym",West,Individual,Available
9716,Maharashtra,Mumbai,Dadar,Apartment,2,825,114.04,13822.6,2020,Unfurnished,25,43,4,0,4,1,1,Security Guard,"Garden, Swimming Pool, Library, Gym, Clubhouse, Playground",South,Individual,Available
9717,Gujarat,Ahmedabad,Motera,Villa,2,660,29.92,4533.65,1998,Fully Furnished,25,37,26,5,3,6,0,Gated Community,None,South-East,Individual,Under Construction
9718,Gujarat,Ahmedabad,Satellite,Apartment,3,1399,58.22,4161.5,2022,Unfurnished,17,18,2,9,7,4,2,CCTV,Playground,North-West,Builder,Under Construction
9719,Gujarat,Ahmedabad,Prahlad Nagar,Apartment,4,1700,99.02,5824.76,2015,Unfurnished,18,35,9,5,2,1,0,None,"Playground, Clubhouse, Swimming Pool, Gym, Library, Garden",West,Agent,Under Construction
9720,Madhya Pradesh,Bhopal,Hoshangabad Road,Apartment,2,948,29.58,3120.49,1991,Semi Furnished,2,4,33,2,4,5,0,Gated Community,None,South-East,Individual,Available
9721,West Bengal,Kolkata,New Town,Apartment,3,917,51.67,5635.02,2023,Semi Furnished,19,28,1,6,3,4,0,CCTV,"Garden, Swimming Pool, Playground, Clubhouse, Library, Gym",East,Individual,Sold
9722,Rajasthan,Jaipur,Malviya Nagar,Penthouse,1,543,22.15,4078.49,2006,Fully Furnished,26,28,18,8,3,2,3,Gated Community,None,North-East,Builder,Available
9723,Uttar Pradesh,Noida,Sector 62,Apartment,1,403,23.64,5865.88,1995,Unfurnished,19,29,29,5,0,5,2,Security Guard,"Playground, Garden, Clubhouse, Gym",East,Builder,Available
9724,Tamil Nadu,Chennai,OMR,House,1,524,33.39,6372.88,2020,Unfurnished,10,27,4,2,1,2,1,Gated Community,None,South-West,Agent,Sold
9725,Uttar Pradesh,Noida,Sector 62,House,3,1020,68.66,6731.64,2017,Unfurnished,12,30,7,1,1,3,2,Security Guard,None,South-East,Builder,Under Construction
9726,Uttar Pradesh,Noida,Sector 62,Penthouse,3,1471,90.09,6124.33,2010,Fully Furnished,1,8,14,5,7,6,0,Security Guard,Gym,North,Agent,Available
9727,Telangana,Hyderabad,Madhapur,Apartment,2,702,43.73,6229.22,2000,Fully Furnished,12,23,24,2,2,1,0,Security Guard,"Garden, Swimming Pool, Clubhouse",West,Builder,Sold
9728,Haryana,Gurgaon,DLF Phase,House,3,1372,113.45,8268.64,2016,Unfurnished,19,26,8,0,6,7,0,CCTV,"Gym, Clubhouse, Swimming Pool, Library, Playground",South,Builder,Available
9729,Uttar Pradesh,Lucknow,Gomti Nagar,Studio,3,1169,49.71,4252.7,2009,Fully Furnished,27,39,15,8,0,2,0,Security Guard,"Gym, Playground, Library, Clubhouse",North-West,Individual,Under Construction
9730,Maharashtra,Pune,Hinjewadi,Apartment,1,677,29.46,4351.9,2009,Fully Furnished,6,21,15,6,1,8,1,Security Guard,"Playground, Gym, Garden, Library, Swimming Pool, Clubhouse",South-East,Builder,Sold
9731,West Bengal,Kolkata,Salt Lake,Apartment,3,1244,75.34,6056.12,1991,Semi Furnished,0,18,33,3,6,3,3,Gated Community,"Clubhouse, Playground, Swimming Pool, Gym",West,Builder,Available
9732,Uttar Pradesh,Noida,Sector 62,Apartment,3,1482,75.17,5072.52,2016,Semi Furnished,21,34,8,1,5,9,2,CCTV,None,North,Builder,Sold
9733,Rajasthan,Jaipur,C-Scheme,Villa,2,789,39.79,5042.56,2007,Fully Furnished,26,40,17,2,7,1,3,CCTV,"Library, Clubhouse, Garden",South-East,Builder,Under Construction
9734,Punjab,Chandigarh,Sector 17,Villa,3,1033,62.19,6020.08,2002,Unfurnished,7,12,22,5,2,4,0,CCTV,Swimming Pool,South-East,Builder,Available
9735,Maharashtra,Nagpur,Dharampeth,Apartment,2,844,33.5,3969.47,2007,Semi Furnished,5,22,17,7,5,6,1,CCTV,"Garden, Clubhouse, Gym, Library, Swimming Pool",North-East,Builder,Available
9736,Uttar Pradesh,Lucknow,Aliganj,House,3,1180,44.52,3773.1,2000,Fully Furnished,7,25,24,2,2,7,1,Gated Community,"Swimming Pool, Playground, Clubhouse, Garden, Library",North-East,Agent,Under Construction
9737,Punjab,Chandigarh,Sector 22,Apartment,4,1509,109.42,7251.04,2003,Unfurnished,,42,21,1,1,8,2,None,None,South-West,Builder,Sold
9738,Maharashtra,Pune,Kothrud,House,2,986,54.57,5534.72,1993,Semi Furnished,28,47,31,4,4,7,0,Gated Community,"Garden, Swimming Pool, Library, Gym, Playground",South-West,Builder,Available
9739,Gujarat,Ahmedabad,Satellite,Apartment,2,597,29.75,4983.06,2002,Semi Furnished,29,29,22,7,2,2,1,CCTV,"Playground, Gym, Swimming Pool, Clubhouse",West,Agent,Under Construction
9740,Karnataka,Bangalore,Whitefield,Villa,2,1086,90.85,8365.84,2008,Semi Furnished,22,35,16,8,1,5,2,Gated Community,Clubhouse,East,Individual,Available
9741,Maharashtra,Nagpur,Sitabuldi,Apartment,2,772,29.6,3833.68,2014,Semi Furnished,2,7,10,3,4,3,2,Gated Community,"Library, Clubhouse, Swimming Pool, Gym",North-West,Builder,Available
9742,Karnataka,Mysore,Vijayanagar,Apartment,1,300,11.56,3852.44,2004,Semi Furnished,13,31,20,1,6,8,1,CCTV,"Library, Clubhouse, Gym, Swimming Pool, Playground",North-East,Individual,Under Construction
9743,Maharashtra,Nagpur,Sadar,House,3,1258,64.53,5129.4,2009,Fully Furnished,22,24,15,6,1,4,1,Security Guard,"Clubhouse, Playground, Garden, Swimming Pool, Library, Gym",South-East,Builder,Under Construction
9744,Punjab,Chandigarh,Sector 22,Apartment,1,427,17.03,3989.37,2006,Unfurnished,4,18,18,4,6,9,3,CCTV,Swimming Pool,West,Individual,Sold
9745,Maharashtra,Pune,Wakad,Apartment,2,776,35.77,4610.08,1990,Fully Furnished,2,20,34,8,2,7,3,Security Guard,"Clubhouse, Playground",North-East,Individual,Under Construction
9746,Gujarat,Ahmedabad,Satellite,Studio,3,1105,52.28,4731.42,2018,Fully Furnished,9,28,6,0,4,4,3,CCTV,"Playground, Swimming Pool",North-East,Builder,Sold
9747,Karnataka,Mysore,Saraswathipuram,Apartment,3,1397,60.96,4363.92,2008,Fully Furnished,6,24,16,4,2,5,0,Gated Community,"Playground, Gym, Garden, Clubhouse",South-East,Individual,Sold
9748,Madhya Pradesh,Bhopal,Hoshangabad Road,House,1,480,14.38,2995.73,2019,Semi Furnished,11,19,5,,1,8,2,CCTV,"Clubhouse, Library, Playground",South-East,Builder,Sold
9749,Uttar Pradesh,Lucknow,Aliganj,Apartment,3,1127,37.88,3360.77,2014,Unfurnished,18,29,10,8,6,7,2,Gated Community,None,South,Agent,Available
9750,Tamil Nadu,Chennai,Adyar,Apartment,4,1659,109.82,6619.59,2017,Semi Furnished,14,27,7,1,6,8,0,Gated Community,"Clubhouse, Garden, Library, Gym",North,Builder,Available
9751,Maharashtra,Nagpur,Sadar,Apartment,1,300,10.0,2616.48,2000,Semi Furnished,1,14,24,9,0,5,0,CCTV,"Clubhouse, Library, Playground, Swimming Pool",South-East,Individual,Sold
9752,Karnataka,Bangalore,HSR Layout,Penthouse,2,946,100.19,10591.25,2005,Semi Furnished,22,29,19,0,0,1,2,CCTV,"Gym, Swimming Pool, Library, Garden, Playground",South,Builder,Under Construction
9753,Delhi,Delhi,Vasant Kunj,Apartment,3,1514,110.92,7326.45,2007,Fully Furnished,0,3,17,9,1,9,2,Security Guard,None,South-West,Individual,Available
9754,Kerala,Kochi,Aluva,Studio,3,1366,87.89,6434.26,1998,Fully Furnished,0,5,26,1,3,4,0,Gated Community,None,South-West,Agent,Available
9755,Haryana,Gurgaon,DLF Phase,Penthouse,2,700,61.95,8850.15,2017,Fully Furnished,13,21,7,6,4,1,1,Gated Community,"Gym, Library, Playground",North-West,Builder,Under Construction
9756,Punjab,Chandigarh,Sector 22,Apartment,2,655,34.09,5204.09,2016,Semi Furnished,20,24,8,1,0,9,2,CCTV,"Gym, Swimming Pool",North-East,Builder,Under Construction
9757,West Bengal,Kolkata,Salt Lake,Villa,3,1214,57.77,4758.43,2012,Semi Furnished,29,34,12,5,1,4,1,Gated Community,"Swimming Pool, Playground, Library, Garden",North,Individual,Available
9758,Maharashtra,Mumbai,Juhu,House,5,1758,365.19,20773.04,2011,Semi Furnished,1,13,13,0,3,3,2,Security Guard,"Swimming Pool, Playground, Gym",North,Builder,Available
9759,Karnataka,Mysore,Saraswathipuram,Apartment,3,1337,56.4,4218.18,1993,Semi Furnished,14,22,31,9,2,6,2,Security Guard,"Gym, Clubhouse, Swimming Pool",South,Builder,Under Construction
9760,Rajasthan,Jaipur,Mansarovar,Apartment,5,2099,97.79,4659.03,2021,Unfurnished,16,31,3,,2,6,1,None,"Swimming Pool, Playground",North-East,Agent,Available
9761,Uttar Pradesh,Lucknow,Mahanagar,Apartment,3,1176,35.85,3048.1,2013,Semi Furnished,28,44,11,6,2,6,0,Gated Community,"Garden, Swimming Pool, Gym, Clubhouse, Playground, Library",North,Builder,Under Construction
9762,Telangana,Hyderabad,Jubilee Hills,House,4,1556,133.88,8604.43,2017,Fully Furnished,7,26,7,7,1,2,0,CCTV,"Playground, Library, Gym, Clubhouse",West,Builder,Under Construction
9763,Madhya Pradesh,Bhopal,Kolar Road,House,3,1183,38.56,3259.7,1995,Fully Furnished,12,16,29,7,5,7,2,CCTV,"Gym, Garden",South-West,Agent,Under Construction
9764,Punjab,Chandigarh,Sector 34,Apartment,4,1834,96.77,5276.26,2022,Fully Furnished,,28,2,,5,5,1,CCTV,Garden,North,Agent,Under Construction
9765,Haryana,Gurgaon,Sector 49,Apartment,2,739,66.66,9020.07,2020,Fully Furnished,15,20,4,1,4,8,1,Gated Community,"Garden, Gym, Playground, Clubhouse, Library",South,Builder,Available
9766,Gujarat,Ahmedabad,Motera,Studio,3,1020,67.52,6620.01,1999,Semi Furnished,24,43,25,3,1,5,1,Security Guard,Playground,South-West,Individual,Under Construction
9767,Delhi,Delhi,Rohini,Apartment,2,682,40.76,5976.92,2001,Semi Furnished,10,29,23,2,3,4,3,Gated Community,None,South-East,Individual,Under Construction
9768,Kerala,Kochi,Edapally,House,1,548,35.53,6483.22,1996,Unfurnished,27,43,28,6,4,5,2,Security Guard,"Playground, Garden, Library, Clubhouse",South-West,Builder,Available
9769,Karnataka,Mysore,Kuvempunagar,Apartment,3,1055,61.18,5799.15,2013,Fully Furnished,7,21,11,5,2,4,2,CCTV,"Playground, Swimming Pool, Library",North-West,Builder,Sold
9770,Telangana,Hyderabad,Banjara Hills,House,2,979,57.53,5875.96,2017,Unfurnished,0,7,7,1,0,4,1,None,None,West,Agent,Available
9771,Uttar Pradesh,Lucknow,Hazratganj,Studio,1,369,10.0,1887.3,2000,Fully Furnished,6,25,24,3,0,9,3,CCTV,"Gym, Playground, Library",North-East,Agent,Under Construction
9772,Uttar Pradesh,Noida,Sector 78,Apartment,5,1730,108.55,6274.77,2021,Unfurnished,2,7,3,2,0,5,1,CCTV,Gym,East,Agent,Available
9773,Uttar Pradesh,Lucknow,Indiranagar,Apartment,3,1312,45.77,3488.66,2009,Fully Furnished,12,28,15,0,5,6,3,Gated Community,"Clubhouse, Garden",North-East,Individual,Available
9774,Gujarat,Ahmedabad,Prahlad Nagar,Apartment,4,1559,55.18,3539.25,2017,Fully Furnished,5,19,7,0,3,9,1,Gated Community,"Garden, Playground, Gym, Swimming Pool, Clubhouse",South,Builder,Under Construction
9775,Tamil Nadu,Chennai,Anna Nagar,Apartment,5,2055,94.98,4621.7,1990,Unfurnished,13,20,34,2,5,5,1,CCTV,"Clubhouse, Gym, Garden, Library",North-East,Individual,Under Construction
9776,Rajasthan,Jaipur,Mansarovar,Apartment,2,706,34.06,4823.93,2016,Semi Furnished,12,18,8,8,2,4,2,CCTV,None,West,Builder,Available
9777,Punjab,Chandigarh,Mohali,Villa,2,984,56.39,5730.43,2005,Unfurnished,25,25,19,9,0,8,0,Security Guard,"Garden, Library, Swimming Pool, Gym, Clubhouse, Playground",North-East,Individual,Under Construction
9778,Uttar Pradesh,Noida,Greater Noida West,Apartment,2,866,37.67,4349.34,1995,Fully Furnished,1,4,29,3,4,3,0,None,"Playground, Clubhouse, Gym",,Builder,Available
9779,Tamil Nadu,Chennai,Adyar,Apartment,3,1524,97.98,6429.31,1999,Unfurnished,10,27,25,9,0,9,0,CCTV,None,West,Agent,Under Construction
9780,Maharashtra,Nagpur,Dharampeth,House,3,1306,39.42,3018.73,2008,Semi Furnished,0,19,16,7,3,5,0,Gated Community,"Playground, Gym, Library",North-West,Agent,Under Construction
9781,Maharashtra,Nagpur,Hingna,Villa,3,1165,35.25,3025.52,1999,Unfurnished,20,31,25,0,0,5,0,CCTV,"Library, Swimming Pool",East,Agent,Available
9782,Karnataka,Mysore,Hebbal,Apartment,2,670,25.12,3749.52,2015,Fully Furnished,22,31,9,7,5,9,0,Security Guard,"Swimming Pool, Playground, Clubhouse, Gym, Library",South-West,Individual,Available
9783,Kerala,Kochi,Marine Drive,Villa,2,587,27.46,4678.71,2023,Unfurnished,7,9,1,1,3,2,3,Security Guard,Clubhouse,South-East,Builder,Under Construction
9784,Madhya Pradesh,Bhopal,MP Nagar,House,2,780,23.4,2999.65,1990,Fully Furnished,20,37,34,2,3,1,3,Gated Community,"Clubhouse, Garden, Swimming Pool, Playground, Gym",West,Builder,Available
9785,Delhi,Delhi,Pitampura,Villa,1,386,29.99,7768.38,1999,Unfurnished,6,8,25,0,4,1,1,Gated Community,"Swimming Pool, Playground, Garden, Gym, Clubhouse, Library",South-West,Builder,Sold
9786,Kerala,Kochi,Vyttila,Apartment,4,1838,98.45,5356.33,2022,Unfurnished,13,21,2,7,3,1,1,CCTV,"Library, Garden, Swimming Pool",West,Individual,Available
9787,Maharashtra,Pune,Viman Nagar,Apartment,1,338,22.51,6659.03,2015,Fully Furnished,17,32,9,4,1,8,0,CCTV,"Gym, Swimming Pool, Playground",North-East,Builder,Available
9788,Punjab,Chandigarh,Sector 22,House,2,952,58.17,6110.45,2023,Semi Furnished,10,11,1,8,6,5,0,Security Guard,"Playground, Gym, Library",North-East,Agent,Available
9789,Madhya Pradesh,Indore,Scheme 54,House,1,383,10.0,2436.87,2002,Unfurnished,16,16,22,7,2,2,3,Security Guard,"Swimming Pool, Clubhouse, Garden, Library",East,Individual,Sold
9790,Maharashtra,Mumbai,Bandra,Villa,3,1483,315.7,21288.05,2019,Semi Furnished,16,18,5,1,3,7,2,None,"Clubhouse, Gym",South,Individual,Available
9791,Gujarat,Ahmedabad,Bopal,Apartment,2,565,23.56,4169.54,2013,Fully Furnished,9,13,11,5,1,8,2,Gated Community,"Library, Gym, Garden, Clubhouse, Playground",South,Builder,Under Construction
9792,Uttar Pradesh,Noida,Sector 78,Villa,1,602,30.64,5090.31,2023,Fully Furnished,0,4,1,3,7,5,2,CCTV,"Gym, Garden, Clubhouse, Swimming Pool, Playground, Library",South-East,Individual,Under Construction
9793,Delhi,Delhi,Pitampura,House,3,1125,99.31,8827.61,2008,Semi Furnished,2,13,16,9,1,5,0,Gated Community,"Garden, Playground, Swimming Pool, Gym, Library",North,Builder,Available
9794,Gujarat,Ahmedabad,Thaltej,Apartment,4,1733,94.99,5480.97,1991,Fully Furnished,4,5,33,3,0,4,3,Gated Community,Garden,North-East,Builder,Sold
9795,Haryana,Gurgaon,Sector 49,Apartment,4,1835,196.4,10703.09,2019,Fully Furnished,23,36,5,3,4,7,3,None,"Gym, Playground, Library, Swimming Pool",South,Individual,Under Construction
9796,Madhya Pradesh,Indore,Palasia,Villa,2,747,29.12,3897.97,2011,Fully Furnished,6,25,13,7,0,8,2,CCTV,"Garden, Swimming Pool, Playground",East,Builder,Available
9797,Uttar Pradesh,Lucknow,Mahanagar,House,3,1035,26.33,2543.75,2021,Semi Furnished,17,27,3,7,4,9,3,CCTV,Gym,South-West,Agent,Available
9798,Uttar Pradesh,Noida,Sector 18,Apartment,1,300,20.89,6963.36,2022,Unfurnished,8,15,2,2,6,6,2,CCTV,"Garden, Swimming Pool, Library, Gym, Clubhouse, Playground",North-East,Builder,Under Construction
9799,Uttar Pradesh,Lucknow,Indiranagar,Villa,2,671,28.14,4193.84,2004,Unfurnished,13,19,20,7,0,2,0,Security Guard,Swimming Pool,East,Builder,Available
9800,Karnataka,Mysore,Saraswathipuram,Villa,3,835,28.0,3353.66,1995,Unfurnished,21,34,29,7,0,2,0,None,"Swimming Pool, Gym",North,Builder,Sold
9801,Telangana,Hyderabad,Jubilee Hills,Villa,2,765,42.62,5570.96,2005,Semi Furnished,12,22,19,6,1,3,0,Security Guard,Garden,South-East,Agent,Under Construction
9802,Uttar Pradesh,Noida,Sector 137,Villa,3,1297,42.99,3314.79,2010,Fully Furnished,7,23,14,1,7,5,3,Security Guard,"Playground, Gym, Garden, Clubhouse",North-West,Individual,Sold
9803,Maharashtra,Pune,Wakad,Villa,4,1636,84.42,5160.19,2023,Semi Furnished,15,19,1,4,2,8,1,Gated Community,"Gym, Clubhouse, Playground",North,Builder,Under Construction
9804,Kerala,Kochi,Edapally,Apartment,1,343,16.85,4911.27,2022,Unfurnished,19,19,2,4,1,8,0,Gated Community,None,West,Builder,Under Construction
9805,Rajasthan,Jaipur,Jagatpura,Apartment,2,666,28.87,4335.31,1997,Unfurnished,1,13,27,3,7,9,3,CCTV,"Playground, Gym",West,Individual,Available
9806,Haryana,Gurgaon,Golf Course Road,Villa,2,714,73.96,10358.74,2001,Unfurnished,7,15,23,0,0,1,2,Security Guard,"Clubhouse, Gym, Garden",,Agent,Available
9807,Kerala,Kochi,Vyttila,Apartment,3,1242,55.25,4448.63,2007,Semi Furnished,1,16,17,3,7,5,0,CCTV,"Gym, Clubhouse, Swimming Pool, Library",West,Agent,Available
9808,Haryana,Gurgaon,Golf Course Road,Villa,4,1723,239.87,13921.91,2010,Unfurnished,19,21,14,0,2,8,1,CCTV,Clubhouse,South-West,Builder,Available
9809,Uttar Pradesh,Lucknow,Hazratganj,Villa,4,1375,61.61,4480.94,2016,Semi Furnished,10,26,8,6,0,3,1,CCTV,"Clubhouse, Swimming Pool, Playground",West,Individual,Under Construction
9810,Uttar Pradesh,Lucknow,Hazratganj,Apartment,3,1223,35.28,2884.74,2001,Fully Furnished,17,25,23,0,0,3,2,Gated Community,Gym,North-West,Individual,Under Construction
9811,Gujarat,Ahmedabad,Bopal,Villa,2,839,39.02,4650.51,1995,Fully Furnished,28,47,29,3,7,6,1,Gated Community,Playground,East,Builder,Available
9812,Maharashtra,Mumbai,Andheri,Apartment,3,1058,157.12,14850.92,2020,Semi Furnished,20,38,4,6,2,4,3,Gated Community,None,North,Builder,Available
9813,Maharashtra,Mumbai,Andheri,Apartment,2,882,102.74,11648.45,2023,Fully Furnished,23,26,1,4,1,8,2,Security Guard,"Clubhouse, Library, Garden, Playground, Swimming Pool, Gym",East,Individual,Under Construction
9814,Gujarat,Ahmedabad,Motera,Apartment,5,2140,105.66,4937.57,1996,Semi Furnished,9,10,28,2,7,7,1,Security Guard,None,South-East,Builder,Available
9815,Punjab,Chandigarh,Sector 34,Studio,1,314,15.09,4806.49,2020,Fully Furnished,2,4,4,8,3,1,1,Gated Community,"Garden, Playground, Clubhouse, Gym, Library",East,Agent,Available
9816,Karnataka,Bangalore,Whitefield,Apartment,3,1070,61.04,5704.35,1993,Semi Furnished,11,25,31,1,,8,0,Gated Community,None,South-West,Builder,Available
9817,Haryana,Gurgaon,Golf Course Road,Villa,1,723,57.68,7978.36,2006,Unfurnished,1,19,18,1,0,5,3,CCTV,Playground,North,Agent,Under Construction
9818,Kerala,Kochi,Vyttila,Apartment,2,920,54.75,5951.3,2018,Fully Furnished,15,21,6,7,3,6,1,Security Guard,"Swimming Pool, Gym, Garden, Clubhouse",East,Individual,Available
9819,Maharashtra,Nagpur,Manish Nagar,Apartment,3,1226,59.1,4820.54,1992,Semi Furnished,1,16,32,4,1,7,1,Gated Community,"Gym, Swimming Pool, Clubhouse",North-East,Individual,Under Construction
9820,Haryana,Gurgaon,Golf Course Road,Apartment,3,1098,115.11,10483.24,2013,Semi Furnished,5,5,11,6,3,5,0,Gated Community,"Clubhouse, Garden, Swimming Pool, Gym",South,Builder,Available
9821,Delhi,Delhi,Rohini,House,3,1084,90.25,8325.29,1992,Unfurnished,14,15,32,8,6,9,0,Gated Community,"Library, Gym, Swimming Pool",North-West,Builder,Under Construction
9822,Kerala,Kochi,Vyttila,Apartment,3,1285,75.47,5873.08,2016,Unfurnished,18,33,8,1,7,8,1,None,"Playground, Gym",South,Individual,Available
9823,Uttar Pradesh,Noida,Sector 62,Apartment,2,676,39.24,5804.82,1990,Semi Furnished,10,23,34,6,1,7,3,CCTV,None,South-West,Agent,Sold
9824,Delhi,Delhi,Dwarka,House,4,1470,148.61,10109.27,2004,Unfurnished,20,32,20,6,3,8,0,Gated Community,None,South,Individual,Sold
9825,Tamil Nadu,Chennai,Velachery,Apartment,3,1179,72.3,6132.65,2003,Fully Furnished,15,16,21,3,3,3,1,Gated Community,Gym,South-West,Individual,Available
9826,Kerala,Kochi,Edapally,Apartment,2,895,48.36,5403.71,1993,Unfurnished,13,13,31,6,7,4,1,Security Guard,"Library, Clubhouse, Playground, Gym, Garden",East,Builder,Available
9827,West Bengal,Kolkata,Behala,Apartment,4,1864,96.2,5161.1,1993,Semi Furnished,15,19,31,3,6,2,1,None,"Clubhouse, Garden, Gym, Swimming Pool, Playground",South-East,Agent,Sold
9828,Rajasthan,Jaipur,Malviya Nagar,Apartment,5,2036,98.46,4836.08,2014,Unfurnished,26,45,10,8,6,1,3,Security Guard,None,East,Builder,Available
9829,Delhi,Delhi,Rohini,Villa,3,1076,92.04,8554.12,2000,Unfurnished,28,47,24,3,6,3,3,Gated Community,"Library, Swimming Pool, Playground, Gym, Clubhouse, Garden",North,Builder,Under Construction
9830,Maharashtra,Mumbai,Powai,Apartment,2,759,89.69,11816.78,2022,Semi Furnished,1,11,2,0,,8,0,Gated Community,"Swimming Pool, Gym, Playground, Clubhouse",North-West,Agent,Available
9831,Gujarat,Ahmedabad,Prahlad Nagar,Apartment,3,1395,76.06,5451.98,2000,Semi Furnished,15,17,24,5,2,8,0,Security Guard,"Gym, Playground, Library",North,Individual,Available
